49482253	282458
386025288	1030009
379743460	1134456
188587536	508767
386617516	1033813
194172857	170187
325955721	891391
384189768	552531
544393402	1295826
59800473	242231
49183039	260799
30260195	198094
229599623	592021
21392688	191218
227811309	568206
386733559	768494
